Column1,Column2,Column3
Question 9,Estimated task time (ns),5537606201.0
Question 10,Estimated task time (ns),6328243800.0
Question 11,Estimated task time (ns),2793256000.0
Question 12,Estimated task time (ns),5200299700.0
Question 13,Estimated task time (ns),5898266199.0
Question 14,Estimated task time (ns),17830212301.0
Question 15,Estimated task time (ns),15937646001.0
Question 16,Estimated task time (ns),2016177100.0
Question 17,Estimated task time (ns),8615028800.0
Question 18,Estimated task time (ns),10336767099.0
Question 19,Estimated task time (ns),8130343201.0
Question 20,Estimated task time (ns),2109557900.0
Question 21,Estimated task time (ns),2970295899.0
Question 22,Estimated task time (ns),4581528600.0
Question 23,Estimated task time (ns),3282840000.0
Question 24,Estimated task time (ns),9813643200.0
Question 25,Estimated task time (ns),10868588900.0
Question 26,Estimated task time (ns),11811401300.0
Question 27,Estimated task time (ns),9928765500.0
Question 28,Estimated task time (ns),12349761300.0
Question 29,Estimated task time (ns),7855088800.0
Question 30,Estimated task time (ns),12958612000.0
Question 31,Estimated task time (ns),11982277300.0
Question 32,Estimated task time (ns),5488992900.0
Question 33,Estimated task time (ns),2401196901.0
Question 34,Estimated task time (ns),2200455999.0
Question 35,Estimated task time (ns),3120985001.0
Question 36,Estimated task time (ns),7048087000.0
Question 37,Estimated task time (ns),10807638100.0
Question 38,Estimated task time (ns),7126760201.0
Question 39,Estimated task time (ns),8782846500.0
Question 40,Estimated task time (ns),14864410600.0
Question 41,Estimated task time (ns),6945892800.0
Question 42,Estimated task time (ns),1717021100.0
Question 43,Estimated task time (ns),3803999700.0
Question 44,Estimated task time (ns),4731363500.0
Question 45,Estimated task time (ns),2906865800.0
Question 46,Estimated task time (ns),4659175000.0
Question 47,Estimated task time (ns),4853935500.0
Question 48,Estimated task time (ns),10714635900.0
Question 49,Estimated task time (ns),7518164000.0
Question 50,Estimated task time (ns),2444065400.0
Number Questions Asked,50,
Number Questions Correctly Answered,50,
Aerage Response Time Per Question (ns),7184271797,
Question 1,Estimated task time (ns),8946088044.0
Question 2,Estimated task time (ns),2366852017.0
Question 3,Estimated task time (ns),2400478058.0
Question 4,Estimated task time (ns),5672031853.0
Question 5,Estimated task time (ns),4118201786.0
Question 6,Estimated task time (ns),2817236898.0
Question 7,Estimated task time (ns),5270119262.0
Question 8,Estimated task time (ns),3498493460.0
Question 9,Estimated task time (ns),3866393169.0
Question 10,Estimated task time (ns),2407879328.0
Question 11,Estimated task time (ns),2746232457.0
Question 12,Estimated task time (ns),3170322108.0
Question 13,Estimated task time (ns),3538669114.0
Question 14,Estimated task time (ns),2345360292.0
Question 15,Estimated task time (ns),4020332925.0
Question 16,Estimated task time (ns),6711361362.0
Question 17,Estimated task time (ns),3610064684.0
Question 18,Estimated task time (ns),11461733458.0
Question 19,Estimated task time (ns),5638673362.0
Question 20,Estimated task time (ns),3049861637.0
Question 21,Estimated task time (ns),2437442448.0
Question 22,Estimated task time (ns),5838127959.0
Question 23,Estimated task time (ns),5272018685.0
Question 24,Estimated task time (ns),4797529168.0
Question 25,Estimated task time (ns),5844683338.0
Question 26,Estimated task time (ns),2617031261.0
Question 27,Estimated task time (ns),6326778704.0
Question 28,Estimated task time (ns),3662951150.0
Question 29,Estimated task time (ns),7499150807.0
Question 30,Estimated task time (ns),4890051114.0
Question 31,Estimated task time (ns),3623674409.0
Question 32,Estimated task time (ns),2036293027.0
Question 33,Estimated task time (ns),5915716866.0
Question 34,Estimated task time (ns),3080431910.0
Question 35,Estimated task time (ns),3863801749.0
Question 36,Estimated task time (ns),2137641696.0
Question 37,Estimated task time (ns),7604300296.0
Question 38,Estimated task time (ns),4206976145.0
Question 39,Estimated task time (ns),2325728246.0
Question 40,Estimated task time (ns),5393632404.0
Question 41,Estimated task time (ns),5439279468.0
Question 42,Estimated task time (ns),6044555469.0
Question 43,Estimated task time (ns),3335879590.0
Question 44,Estimated task time (ns),2786887037.0
Question 45,Estimated task time (ns),3416998052.0
Question 46,Estimated task time (ns),7433307450.0
Question 47,Estimated task time (ns),7889024019.0
Question 48,Estimated task time (ns),5518133301.0
Question 49,Estimated task time (ns),3423670965.0
Question 50,Estimated task time (ns),5779394429.0
Number Questions Asked,50,
Number Questions Correctly Answered,49,
Aerage Response Time Per Question (ns),4561949528,
Question 1,Estimated task time (ns),9138862200.0
Question 2,Estimated task time (ns),12020924100.0
Question 3,Estimated task time (ns),6789850800.0
Question 4,Estimated task time (ns),23657714700.0
Question 5,Estimated task time (ns),3800934600.0
Question 6,Estimated task time (ns),25294314600.0
Question 7,Estimated task time (ns),8479563600.0
Question 8,Estimated task time (ns),20505260900.0
Question 9,Estimated task time (ns),6438536600.0
Question 10,Estimated task time (ns),5238520800.0
Question 11,Estimated task time (ns),2570170500.0
Question 12,Estimated task time (ns),4242036300.0
Question 13,Estimated task time (ns),4279836800.0
Question 14,Estimated task time (ns),9656528600.0
Question 15,Estimated task time (ns),7391147700.0
Question 16,Estimated task time (ns),4726858000.0
Question 17,Estimated task time (ns),7521279500.0
Question 18,Estimated task time (ns),5157686700.0
Question 19,Estimated task time (ns),3580879700.0
Question 20,Estimated task time (ns),9473785900.0
Question 21,Estimated task time (ns),5946031600.0
Question 22,Estimated task time (ns),6368297800.0
Question 23,Estimated task time (ns),7767737300.0
Question 24,Estimated task time (ns),17255202300.0
Question 25,Estimated task time (ns),5389581400.0
Question 26,Estimated task time (ns),2337544000.0
Question 27,Estimated task time (ns),6129572400.0
Question 28,Estimated task time (ns),11832581600.0
Question 29,Estimated task time (ns),2948399000.0
Question 30,Estimated task time (ns),7707551300.0
Question 31,Estimated task time (ns),2952945100.0
Question 32,Estimated task time (ns),2362257400.0
Question 33,Estimated task time (ns),2564894400.0
Question 34,Estimated task time (ns),9420774700.0
Question 35,Estimated task time (ns),6106269700.0
Question 36,Estimated task time (ns),17478847200.0
Question 37,Estimated task time (ns),7303446200.0
Question 38,Estimated task time (ns),16811279600.0
Question 39,Estimated task time (ns),7748913600.0
Question 40,Estimated task time (ns),8020661900.0
Question 41,Estimated task time (ns),6327184600.0
Question 42,Estimated task time (ns),4062356100.0
Question 43,Estimated task time (ns),3995565600.0
Question 44,Estimated task time (ns),4728742900.0
Question 45,Estimated task time (ns),5636564400.0
Question 46,Estimated task time (ns),5093674700.0
Question 47,Estimated task time (ns),2848644400.0
Question 48,Estimated task time (ns),6920135600.0
Question 49,Estimated task time (ns),5295868700.0
Question 50,Estimated task time (ns),8440854100.0
Number Questions Asked,50,
Number Questions Correctly Answered,47,
Aerage Response Time Per Question (ns),7755341444,
Question 1,Estimated task time (ns),9713931932.0
Question 2,Estimated task time (ns),8608375340.0
Question 3,Estimated task time (ns),3542948337.0
Question 4,Estimated task time (ns),7440573637.0
Question 5,Estimated task time (ns),5231679669.0
Question 6,Estimated task time (ns),4638878521.0
Question 7,Estimated task time (ns),2936832239.0
Question 8,Estimated task time (ns),9311389088.0
Question 9,Estimated task time (ns),3831648196.0
Question 10,Estimated task time (ns),2847031496.0
Question 11,Estimated task time (ns),6768671670.0
Question 12,Estimated task time (ns),4591585660.0
Question 13,Estimated task time (ns),3575896179.0
Question 14,Estimated task time (ns),4031612275.0
Question 15,Estimated task time (ns),6871488366.0
Question 16,Estimated task time (ns),7855582334.0
Question 17,Estimated task time (ns),7463664152.0
Question 18,Estimated task time (ns),4303643215.0
Question 19,Estimated task time (ns),4239753276.0
Question 20,Estimated task time (ns),5814811989.0
Question 21,Estimated task time (ns),6375744286.0
Question 22,Estimated task time (ns),16399424242.0
Question 23,Estimated task time (ns),9591630817.0
Question 24,Estimated task time (ns),3240623583.0
Question 25,Estimated task time (ns),3774944451.0
Question 26,Estimated task time (ns),5423753167.0
Question 27,Estimated task time (ns),3560693167.0
Question 28,Estimated task time (ns),4439730355.0
Question 29,Estimated task time (ns),4039806644.0
Question 30,Estimated task time (ns),4663536206.0
Question 31,Estimated task time (ns),3591843947.0
Question 32,Estimated task time (ns),8423685430.0
Question 33,Estimated task time (ns),3223587589.0
Question 34,Estimated task time (ns),4671762732.0
Question 35,Estimated task time (ns),4271848941.0
Question 36,Estimated task time (ns),4887595895.0
Question 37,Estimated task time (ns),4079868838.0
Question 38,Estimated task time (ns),6735755985.0
Question 39,Estimated task time (ns),6783299950.0
Question 40,Estimated task time (ns),7295928474.0
Question 41,Estimated task time (ns),2735710143.0
Question 42,Estimated task time (ns),7502960037.0
Question 43,Estimated task time (ns),4440349218.0
Question 44,Estimated task time (ns),10367645363.0
Question 45,Estimated task time (ns),4567840361.0
Question 46,Estimated task time (ns),4127682721.0
Question 47,Estimated task time (ns),5271673101.0
Question 48,Estimated task time (ns),3151744464.0
Question 49,Estimated task time (ns),5831173359.0
Question 50,Estimated task time (ns),3583524027.0
Number Questions Asked,50,
Number Questions Correctly Answered,50,
Aerage Response Time Per Question (ns),5613507301,
Question 1,Estimated task time (ns),5759494900.0
Question 2,Estimated task time (ns),12789369400.0
Question 3,Estimated task time (ns),7823032300.0
Question 4,Estimated task time (ns),12267638100.0
Question 5,Estimated task time (ns),7525005000.0
Question 6,Estimated task time (ns),7180077900.0
Question 7,Estimated task time (ns),5068868100.0
Question 8,Estimated task time (ns),7983022900.0
Question 9,Estimated task time (ns),7997432900.0
Question 10,Estimated task time (ns),11746371800.0
Question 11,Estimated task time (ns),10933041000.0
Question 12,Estimated task time (ns),6304390000.0
Question 13,Estimated task time (ns),8548192100.0
Question 14,Estimated task time (ns),2562451100.0
Question 15,Estimated task time (ns),11481790600.0
Question 16,Estimated task time (ns),8858635500.0
Question 17,Estimated task time (ns),9985178100.0
Question 18,Estimated task time (ns),12324911000.0
Question 19,Estimated task time (ns),10693625600.0
Question 20,Estimated task time (ns),7418153500.0
Question 21,Estimated task time (ns),7254178200.0
Question 22,Estimated task time (ns),9775688800.0
Question 23,Estimated task time (ns),5653520700.0
Question 24,Estimated task time (ns),8014768500.0
Question 25,Estimated task time (ns),8847432900.0
Question 26,Estimated task time (ns),14035251800.0
Question 27,Estimated task time (ns),12565945700.0
Question 28,Estimated task time (ns),9710361100.0
Question 29,Estimated task time (ns),7641238800.0
Question 30,Estimated task time (ns),6839669800.0
Question 31,Estimated task time (ns),7960924800.0
Question 32,Estimated task time (ns),7455455800.0
Question 33,Estimated task time (ns),6484250200.0
Question 34,Estimated task time (ns),10810273100.0
Question 35,Estimated task time (ns),11390947900.0
Question 36,Estimated task time (ns),6584210000.0
Question 37,Estimated task time (ns),9328980500.0
Question 38,Estimated task time (ns),12345295100.0
Question 39,Estimated task time (ns),7602491400.0
Question 40,Estimated task time (ns),10884062100.0
Question 41,Estimated task time (ns),9139118000.0
Question 42,Estimated task time (ns),9502201100.0
Question 43,Estimated task time (ns),4876816300.0
Question 44,Estimated task time (ns),3881110300.0
Question 45,Estimated task time (ns),22900703400.0
Question 46,Estimated task time (ns),8461532400.0
Question 47,Estimated task time (ns),11516340300.0
Question 48,Estimated task time (ns),17264823700.0
Question 49,Estimated task time (ns),7420121200.0
Question 50,Estimated task time (ns),8616933000.0
Number Questions Asked,50,
Number Questions Correctly Answered,45,
Aerage Response Time Per Question (ns),9200306574,
Question 1,Estimated task time (ns),4292684900.0
Question 2,Estimated task time (ns),4576206500.0
Question 3,Estimated task time (ns),10134306100.0
Question 4,Estimated task time (ns),2112223100.0
Question 5,Estimated task time (ns),6132227200.0
Question 6,Estimated task time (ns),3512300000.0
Question 7,Estimated task time (ns),9691889500.0
Question 8,Estimated task time (ns),8068275600.0
Question 9,Estimated task time (ns),5365623600.0
Question 10,Estimated task time (ns),3023990000.0
Question 11,Estimated task time (ns),3481249000.0
Question 12,Estimated task time (ns),4160209600.0
Question 13,Estimated task time (ns),6783231900.0
Question 14,Estimated task time (ns),7455672100.0
Question 15,Estimated task time (ns),3677776800.0
Question 16,Estimated task time (ns),5964178500.0
Question 17,Estimated task time (ns),1999883500.0
Question 18,Estimated task time (ns),2452533400.0
Question 19,Estimated task time (ns),4900572000.0
Question 20,Estimated task time (ns),5693835100.0
Question 21,Estimated task time (ns),4331465800.0
Question 22,Estimated task time (ns),4041914800.0
Question 23,Estimated task time (ns),13204678400.0
Question 24,Estimated task time (ns),7611969400.0
Question 25,Estimated task time (ns),3135825600.0
Question 26,Estimated task time (ns),1866444300.0
Question 27,Estimated task time (ns),1749581400.0
Question 28,Estimated task time (ns),1847370900.0
Question 29,Estimated task time (ns),3519185600.0
Question 30,Estimated task time (ns),5430977600.0
Question 31,Estimated task time (ns),6320671500.0
Question 32,Estimated task time (ns),3431710900.0
Question 33,Estimated task time (ns),1742553400.0
Question 34,Estimated task time (ns),3590268500.0
Question 35,Estimated task time (ns),3895388100.0
Question 36,Estimated task time (ns),1746407400.0
Question 37,Estimated task time (ns),7814979600.0
Question 38,Estimated task time (ns),6358106900.0
Question 39,Estimated task time (ns),5661957000.0
Question 40,Estimated task time (ns),3094361600.0
Question 41,Estimated task time (ns),2265012000.0
Question 42,Estimated task time (ns),1865286900.0
Question 43,Estimated task time (ns),5498519100.0
Question 44,Estimated task time (ns),4191722400.0
Question 45,Estimated task time (ns),2896141400.0
Question 46,Estimated task time (ns),3258069600.0
Question 47,Estimated task time (ns),3237639900.0
Question 48,Estimated task time (ns),4103946900.0
Question 49,Estimated task time (ns),3603227600.0
Question 50,Estimated task time (ns),5536580700.0
Number Questions Asked,50,
Number Questions Correctly Answered,49,
Aerage Response Time Per Question (ns),4606616672,
Question 1,Estimated task time (ns),6473493989.0
Question 2,Estimated task time (ns),5356563845.0
Question 3,Estimated task time (ns),5065458204.0
Question 4,Estimated task time (ns),3463975477.0
Question 5,Estimated task time (ns),12269835806.0
Question 6,Estimated task time (ns),10084681369.0
Question 7,Estimated task time (ns),13859786876.0
Question 8,Estimated task time (ns),3542834509.0
Question 9,Estimated task time (ns),4629587516.0
Question 10,Estimated task time (ns),5397510081.0
Question 11,Estimated task time (ns),8446974952.0
Question 12,Estimated task time (ns),3850820290.0
Question 13,Estimated task time (ns),5434909348.0
Question 14,Estimated task time (ns),6115726682.0
Question 15,Estimated task time (ns),4271909221.0
Question 16,Estimated task time (ns),2475700835.0
Question 17,Estimated task time (ns),10685664285.0
Question 18,Estimated task time (ns),10813123764.0
Question 19,Estimated task time (ns),4288409950.0
Question 20,Estimated task time (ns),2799752875.0
Question 21,Estimated task time (ns),3276923659.0
Question 22,Estimated task time (ns),4686724715.0
Question 23,Estimated task time (ns),3797834710.0
Question 24,Estimated task time (ns),7584094545.0
Question 25,Estimated task time (ns),3421649348.0
Question 26,Estimated task time (ns),12308567153.0
Question 27,Estimated task time (ns),2622904765.0
Question 28,Estimated task time (ns),2048408881.0
Question 29,Estimated task time (ns),7732946966.0
Question 30,Estimated task time (ns),2126128616.0
Question 31,Estimated task time (ns),3740817741.0
Question 32,Estimated task time (ns),5144870364.0
Question 33,Estimated task time (ns),2878833725.0
Question 34,Estimated task time (ns),12229644532.0
Question 35,Estimated task time (ns),7185318001.0
Question 36,Estimated task time (ns),6377096078.0
Question 37,Estimated task time (ns),9400279079.0
Question 38,Estimated task time (ns),8491567862.0
Question 39,Estimated task time (ns),4446033459.0
Question 40,Estimated task time (ns),6353004402.0
Question 41,Estimated task time (ns),2810843025.0
Question 42,Estimated task time (ns),4302438122.0
Question 43,Estimated task time (ns),5768849395.0
Question 44,Estimated task time (ns),5221022213.0
Question 45,Estimated task time (ns),6311939490.0
Question 46,Estimated task time (ns),6249871127.0
Question 47,Estimated task time (ns),3853143684.0
Question 48,Estimated task time (ns),2119290507.0
Question 49,Estimated task time (ns),2692424091.0
Question 50,Estimated task time (ns),3692836228.0
Number Questions Asked,50,
Number Questions Correctly Answered,49,
Aerage Response Time Per Question (ns),5764060527,
Question 1,Estimated task time (ns),4203647809.0
Question 2,Estimated task time (ns),5775471798.0
Question 3,Estimated task time (ns),4695361300.0
Question 4,Estimated task time (ns),5503516271.0
Question 5,Estimated task time (ns),4071714689.0
Question 6,Estimated task time (ns),2503865897.0
Question 7,Estimated task time (ns),7079435878.0
Question 8,Estimated task time (ns),8472710199.0
Question 9,Estimated task time (ns),2111022279.0
Question 10,Estimated task time (ns),2519866239.0
Question 11,Estimated task time (ns),3944768013.0
Question 12,Estimated task time (ns),2295372247.0
Question 13,Estimated task time (ns),5335956554.0
Question 14,Estimated task time (ns),2767652769.0
Question 15,Estimated task time (ns),2574895702.0
Question 16,Estimated task time (ns),3248577806.0
Question 17,Estimated task time (ns),2414988754.0
Question 18,Estimated task time (ns),3623921659.0
Question 19,Estimated task time (ns),3824510413.0
Question 20,Estimated task time (ns),4174862177.0
Question 21,Estimated task time (ns),1904778619.0
Question 22,Estimated task time (ns),4415571349.0
Question 23,Estimated task time (ns),4879679111.0
Question 24,Estimated task time (ns),3174757495.0
Question 25,Estimated task time (ns),3321130297.0
Question 26,Estimated task time (ns),8278536840.0
Question 27,Estimated task time (ns),5632121788.0
Question 28,Estimated task time (ns),2424074236.0
Question 29,Estimated task time (ns),5127784135.0
Question 30,Estimated task time (ns),1703791320.0
Question 31,Estimated task time (ns),2071012701.0
Question 32,Estimated task time (ns),4720527518.0
Question 33,Estimated task time (ns),8831685610.0
Question 34,Estimated task time (ns),3695365063.0
Question 35,Estimated task time (ns),2335856318.0
Question 36,Estimated task time (ns),3247912422.0
Question 37,Estimated task time (ns),3462959675.0
Question 38,Estimated task time (ns),2096586017.0
Question 39,Estimated task time (ns),3167601112.0
Question 40,Estimated task time (ns),3943795424.0
Question 41,Estimated task time (ns),4415732136.0
Question 42,Estimated task time (ns),2567609322.0
Question 43,Estimated task time (ns),6278969596.0
Question 44,Estimated task time (ns),3975647296.0
Question 45,Estimated task time (ns),5471719478.0
Question 46,Estimated task time (ns),3735801925.0
Question 47,Estimated task time (ns),3127910369.0
Question 48,Estimated task time (ns),4615605901.0
Question 49,Estimated task time (ns),4519805345.0
Question 50,Estimated task time (ns),3959603849.0
Number Questions Asked,50,
Number Questions Correctly Answered,49,
Aerage Response Time Per Question (ns),4044921014,
Question 1,Estimated task time (ns),3767700300.0
Question 2,Estimated task time (ns),4355306400.0
Question 3,Estimated task time (ns),2085636300.0
Question 4,Estimated task time (ns),4010879200.0
Question 5,Estimated task time (ns),3640608100.0
Question 6,Estimated task time (ns),1911231600.0
Question 7,Estimated task time (ns),3724476600.0
Question 8,Estimated task time (ns),2817713300.0
Question 9,Estimated task time (ns),3047704500.0
Question 10,Estimated task time (ns),3530802500.0
Question 11,Estimated task time (ns),8469206500.0
Question 12,Estimated task time (ns),5561636800.0
Question 13,Estimated task time (ns),7726277400.0
Question 14,Estimated task time (ns),9071573800.0
Question 15,Estimated task time (ns),3960357100.0
Question 16,Estimated task time (ns),3281795400.0
Question 17,Estimated task time (ns),4858254500.0
Question 18,Estimated task time (ns),7222797600.0
Question 19,Estimated task time (ns),7312307100.0
Question 20,Estimated task time (ns),3467502900.0
Question 21,Estimated task time (ns),8116569900.0
Question 22,Estimated task time (ns),2154187600.0
Question 23,Estimated task time (ns),4371958000.0
Question 24,Estimated task time (ns),3898952500.0
Question 25,Estimated task time (ns),3385758200.0
Question 26,Estimated task time (ns),5735058200.0
Question 27,Estimated task time (ns),4249382700.0
Question 28,Estimated task time (ns),2356665600.0
Question 29,Estimated task time (ns),1792634900.0
Question 30,Estimated task time (ns),5237277400.0
Question 31,Estimated task time (ns),4159459200.0
Question 32,Estimated task time (ns),7991989300.0
Question 33,Estimated task time (ns),3847898700.0
Question 34,Estimated task time (ns),3759337800.0
Question 35,Estimated task time (ns),10285297900.0
Question 36,Estimated task time (ns),7065265100.0
Question 37,Estimated task time (ns),2614719600.0
Question 38,Estimated task time (ns),2499728200.0
Question 39,Estimated task time (ns),2559419300.0
Question 40,Estimated task time (ns),5811548800.0
Question 41,Estimated task time (ns),4658277700.0
Question 42,Estimated task time (ns),4037890400.0
Question 43,Estimated task time (ns),4880221000.0
Question 44,Estimated task time (ns),3719083300.0
Question 45,Estimated task time (ns),4387538000.0
Question 46,Estimated task time (ns),2875002100.0
Question 47,Estimated task time (ns),4785062300.0
Question 48,Estimated task time (ns),3273829100.0
Question 49,Estimated task time (ns),1782874700.0
Question 50,Estimated task time (ns),5284683600.0
Number Questions Asked,50,
Number Questions Correctly Answered,48,
Aerage Response Time Per Question (ns),4508026780,
Question 1,Estimated task time (ns),3959803930.0
Question 2,Estimated task time (ns),3860444963.0
Question 3,Estimated task time (ns),3431937030.0
Question 4,Estimated task time (ns),3515905900.0
Question 5,Estimated task time (ns),3567325153.0
Question 6,Estimated task time (ns),1984276898.0
Question 7,Estimated task time (ns),4286612301.0
Question 8,Estimated task time (ns),4727299023.0
Question 9,Estimated task time (ns),1810490694.0
Question 10,Estimated task time (ns),2968243527.0
Question 11,Estimated task time (ns),2678930826.0
Question 12,Estimated task time (ns),3271666654.0
Question 13,Estimated task time (ns),3400789683.0
Question 14,Estimated task time (ns),3292887316.0
Question 15,Estimated task time (ns),3739313326.0
Question 16,Estimated task time (ns),4716236731.0
Question 17,Estimated task time (ns),3410244189.0
Question 18,Estimated task time (ns),4348300200.0
Question 19,Estimated task time (ns),5435517813.0
Question 20,Estimated task time (ns),2693672827.0
Question 21,Estimated task time (ns),5441646158.0
Question 22,Estimated task time (ns),6191184605.0
Question 23,Estimated task time (ns),3432972339.0
Question 24,Estimated task time (ns),3968081745.0
Question 25,Estimated task time (ns),2844399642.0
Question 26,Estimated task time (ns),3823771078.0
Question 27,Estimated task time (ns),5645253567.0
Question 28,Estimated task time (ns),3511324821.0
Question 29,Estimated task time (ns),6193538575.0
Question 30,Estimated task time (ns),3065613311.0
Question 31,Estimated task time (ns),3557732111.0
Question 32,Estimated task time (ns),3697659174.0
Question 33,Estimated task time (ns),3847965197.0
Question 34,Estimated task time (ns),2644905162.0
Question 35,Estimated task time (ns),7154891919.0
Question 36,Estimated task time (ns),2943377089.0
Question 37,Estimated task time (ns),2622688367.0
Question 38,Estimated task time (ns),4646195593.0
Question 39,Estimated task time (ns),4353198399.0
Question 40,Estimated task time (ns),10050777601.0
Question 41,Estimated task time (ns),8514082350.0
Question 42,Estimated task time (ns),6704837152.0
Question 43,Estimated task time (ns),4601125416.0
Question 44,Estimated task time (ns),3563070127.0
Question 45,Estimated task time (ns),3256288974.0
Question 46,Estimated task time (ns),3057170580.0
Question 47,Estimated task time (ns),3070677630.0
Question 48,Estimated task time (ns),5001740498.0
Question 49,Estimated task time (ns),3345805663.0
Question 50,Estimated task time (ns),3614651779.0
Number Questions Asked,50,
Number Questions Correctly Answered,47,
Aerage Response Time Per Question (ns),4109330512,
Question 1,Estimated task time (ns),2852432000.0
Question 2,Estimated task time (ns),2355178400.0
Question 3,Estimated task time (ns),4900544700.0
Question 4,Estimated task time (ns),4617172600.0
Question 5,Estimated task time (ns),4352568200.0
Question 6,Estimated task time (ns),3410351300.0
Question 7,Estimated task time (ns),2730600300.0
Question 8,Estimated task time (ns),3503173400.0
Question 9,Estimated task time (ns),4147316300.0
Question 10,Estimated task time (ns),3413703300.0
Question 11,Estimated task time (ns),1995923500.0
Question 12,Estimated task time (ns),2034587800.0
Question 13,Estimated task time (ns),2402905900.0
Question 14,Estimated task time (ns),3189157600.0
Question 15,Estimated task time (ns),6180936700.0
Question 16,Estimated task time (ns),4843641600.0
Question 17,Estimated task time (ns),4715853600.0
Question 18,Estimated task time (ns),4395123100.0
Question 19,Estimated task time (ns),4712880900.0
Question 20,Estimated task time (ns),4074637900.0
Question 21,Estimated task time (ns),2651774500.0
Question 22,Estimated task time (ns),3105480100.0
Question 23,Estimated task time (ns),2709576900.0
Question 24,Estimated task time (ns),3932972300.0
Question 25,Estimated task time (ns),2068149000.0
Question 26,Estimated task time (ns),3171202000.0
Question 27,Estimated task time (ns),2861025800.0
Question 28,Estimated task time (ns),2339501300.0
Question 29,Estimated task time (ns),2475093000.0
Question 30,Estimated task time (ns),4512857500.0
Question 31,Estimated task time (ns),3361896100.0
Question 32,Estimated task time (ns),4894105500.0
Question 33,Estimated task time (ns),2959859700.0
Question 34,Estimated task time (ns),7830025500.0
Question 35,Estimated task time (ns),6837859900.0
Question 36,Estimated task time (ns),4961560500.0
Question 37,Estimated task time (ns),3423035100.0
Question 38,Estimated task time (ns),3386160300.0
Question 39,Estimated task time (ns),1986808400.0
Question 40,Estimated task time (ns),1834469600.0
Question 41,Estimated task time (ns),4028710400.0
Question 42,Estimated task time (ns),4845322700.0
Question 43,Estimated task time (ns),3557782000.0
Question 44,Estimated task time (ns),4582603700.0
Question 45,Estimated task time (ns),2676416200.0
Question 46,Estimated task time (ns),4213861900.0
Question 47,Estimated task time (ns),7290514300.0
Question 48,Estimated task time (ns),3199216600.0
Question 49,Estimated task time (ns),3148069100.0
Question 50,Estimated task time (ns),2025368200.0
Number Questions Asked,50,
Number Questions Correctly Answered,49,
Aerage Response Time Per Question (ns),3713999344,
Question 1,Estimated task time (ns),20895473000.0
Question 2,Estimated task time (ns),12349860700.0
Question 3,Estimated task time (ns),9986410200.0
Question 4,Estimated task time (ns),8676527400.0
Question 5,Estimated task time (ns),13877852300.0
Question 6,Estimated task time (ns),22794050900.0
Question 7,Estimated task time (ns),49113735300.0
Question 8,Estimated task time (ns),12202837600.0
Question 9,Estimated task time (ns),11720323400.0
Question 10,Estimated task time (ns),8737774300.0
Question 11,Estimated task time (ns),3635695600.0
Question 12,Estimated task time (ns),4123739600.0
Question 13,Estimated task time (ns),10667395700.0
Question 14,Estimated task time (ns),8079485300.0
Question 15,Estimated task time (ns),8190932400.0
Question 16,Estimated task time (ns),10472134800.0
Question 17,Estimated task time (ns),44483869800.0
Question 18,Estimated task time (ns),4238985700.0
Question 19,Estimated task time (ns),3975794000.0
Question 20,Estimated task time (ns),16290038800.0
Question 21,Estimated task time (ns),8820811000.0
Question 22,Estimated task time (ns),9434995600.0
Question 23,Estimated task time (ns),10392326400.0
Question 24,Estimated task time (ns),8214927900.0
Question 25,Estimated task time (ns),10850721200.0
Question 26,Estimated task time (ns),10886847600.0
Question 27,Estimated task time (ns),12074632900.0
Question 28,Estimated task time (ns),27229122800.0
Question 29,Estimated task time (ns),19830610400.0
Question 30,Estimated task time (ns),3560964800.0
Question 31,Estimated task time (ns),12561895800.0
Question 32,Estimated task time (ns),8813262800.0
Question 33,Estimated task time (ns),12525822800.0
Question 34,Estimated task time (ns),12967896100.0
Question 35,Estimated task time (ns),9307966500.0
Question 36,Estimated task time (ns),21505785200.0
Question 37,Estimated task time (ns),10289124200.0
Question 38,Estimated task time (ns),4313879700.0
Question 39,Estimated task time (ns),15249994900.0
Question 40,Estimated task time (ns),11611620000.0
Question 41,Estimated task time (ns),3393907100.0
Question 42,Estimated task time (ns),35670884000.0
Question 43,Estimated task time (ns),12099026700.0
Question 44,Estimated task time (ns),30498695800.0
Question 45,Estimated task time (ns),10931062600.0
Question 46,Estimated task time (ns),32308877800.0
Question 47,Estimated task time (ns),18954143900.0
Question 48,Estimated task time (ns),9048161200.0
Question 49,Estimated task time (ns),8984475800.0
Question 50,Estimated task time (ns),2915190700.0
Number Questions Asked,50,
Number Questions Correctly Answered,46,
Aerage Response Time Per Question (ns),13795211020,
Question 1,Estimated task time (ns),11642615833.0
Question 2,Estimated task time (ns),5595384286.0
Question 3,Estimated task time (ns),2920981168.0
Question 4,Estimated task time (ns),2080600235.0
Question 5,Estimated task time (ns),2498788217.0
Question 6,Estimated task time (ns),3346202624.0
Question 7,Estimated task time (ns),2781561715.0
Question 8,Estimated task time (ns),2490602044.0
Question 9,Estimated task time (ns),2360389213.0
Question 10,Estimated task time (ns),2922049121.0
Question 11,Estimated task time (ns),2782495367.0
Question 12,Estimated task time (ns),4047116307.0
Question 13,Estimated task time (ns),3344183132.0
Question 14,Estimated task time (ns),4048071366.0
Question 15,Estimated task time (ns),4047055902.0
Question 16,Estimated task time (ns),4609691394.0
