Column1,Column2,Column3
Question 9,Estimated task time (ns),55358092200.0
Question 10,Estimated task time (ns),7705601500.0
Question 11,Estimated task time (ns),118490370700.0
Question 12,Estimated task time (ns),98026159000.0
Question 13,Estimated task time (ns),37754436600.0
Question 14,Estimated task time (ns),23017974300.0
Question 15,Estimated task time (ns),30051019200.0
Question 16,Estimated task time (ns),38221547400.0
Question 17,Estimated task time (ns),61569259100.0
Question 18,Estimated task time (ns),62588772400.0
Question 19,Estimated task time (ns),51265759900.0
Question 20,Estimated task time (ns),71934967000.0
Question 21,Estimated task time (ns),37316222700.0
Question 22,Estimated task time (ns),28209815500.0
Question 23,Estimated task time (ns),44354438600.0
Question 24,Estimated task time (ns),42091522000.0
Question 25,Estimated task time (ns),78927279600.0
Question 26,Estimated task time (ns),51278735500.0
Question 27,Estimated task time (ns),91086801800.0
Question 28,Estimated task time (ns),76028419500.0
Question 29,Estimated task time (ns),3901108800.0
Question 30,Estimated task time (ns),38958063200.0
Question 31,Estimated task time (ns),69402395000.0
Question 32,Estimated task time (ns),41075828000.0
Question 33,Estimated task time (ns),64799655600.0
Question 34,Estimated task time (ns),62036472500.0
Question 35,Estimated task time (ns),25030965200.0
Question 36,Estimated task time (ns),40079126500.0
Question 37,Estimated task time (ns),54161979900.0
Question 38,Estimated task time (ns),19664118600.0
Question 39,Estimated task time (ns),5221055500.0
Question 40,Estimated task time (ns),32994571900.0
Question 41,Estimated task time (ns),72604581100.0
Question 42,Estimated task time (ns),22765288300.0
Question 43,Estimated task time (ns),69423882600.0
Question 44,Estimated task time (ns),41825522900.0
Question 45,Estimated task time (ns),92679579300.0
Question 46,Estimated task time (ns),73650744800.0
Question 47,Estimated task time (ns),40060599300.0
Question 48,Estimated task time (ns),33178314800.0
Question 49,Estimated task time (ns),44851753800.0
Question 50,Estimated task time (ns),75128697500.0
Number Questions Asked,50,
Number Questions Correctly Answered,48,
Aerage Response Time Per Question (ns),53873828932,
Question 1,Estimated task time (ns),18712863139.0
Question 2,Estimated task time (ns),7399513476.0
Question 3,Estimated task time (ns),11074550168.0
Question 4,Estimated task time (ns),4547035501.0
Question 5,Estimated task time (ns),12299475309.0
Question 6,Estimated task time (ns),11797009545.0
Question 7,Estimated task time (ns),12464571349.0
Question 8,Estimated task time (ns),9156618899.0
Question 9,Estimated task time (ns),8799413968.0
Question 10,Estimated task time (ns),2066970534.0
Question 11,Estimated task time (ns),8941657922.0
Question 12,Estimated task time (ns),2900319692.0
Question 13,Estimated task time (ns),15667549313.0
Question 14,Estimated task time (ns),13237899368.0
Question 15,Estimated task time (ns),9649249894.0
Question 16,Estimated task time (ns),7824511132.0
Question 17,Estimated task time (ns),8843626564.0
Question 18,Estimated task time (ns),9468948633.0
Question 19,Estimated task time (ns),11838019835.0
Question 20,Estimated task time (ns),9222851236.0
Question 21,Estimated task time (ns),16429250256.0
Question 22,Estimated task time (ns),8573916706.0
Question 23,Estimated task time (ns),10509210267.0
Question 24,Estimated task time (ns),8036308358.0
Question 25,Estimated task time (ns),9520779313.0
Question 26,Estimated task time (ns),8765267084.0
Question 27,Estimated task time (ns),8442413409.0
Question 28,Estimated task time (ns),1919404519.0
Question 29,Estimated task time (ns),11277158985.0
Question 30,Estimated task time (ns),7043226633.0
Question 31,Estimated task time (ns),7345735328.0
Question 32,Estimated task time (ns),10119091716.0
Question 33,Estimated task time (ns),7429342693.0
Question 34,Estimated task time (ns),10412602954.0
Question 35,Estimated task time (ns),8433682477.0
Question 36,Estimated task time (ns),3726643993.0
Question 37,Estimated task time (ns),12147686426.0
Question 38,Estimated task time (ns),12369436452.0
Question 39,Estimated task time (ns),10700465171.0
Question 40,Estimated task time (ns),13083276943.0
Question 41,Estimated task time (ns),2813057813.0
Question 42,Estimated task time (ns),8698900350.0
Question 43,Estimated task time (ns),8137531480.0
Question 44,Estimated task time (ns),11150810411.0
Question 45,Estimated task time (ns),9625621613.0
Question 46,Estimated task time (ns),8727270627.0
Question 47,Estimated task time (ns),9506282239.0
Question 48,Estimated task time (ns),9532809202.0
Question 49,Estimated task time (ns),9238529159.0
Question 50,Estimated task time (ns),9209870554.0
Number Questions Asked,50,
Number Questions Correctly Answered,50,
Aerage Response Time Per Question (ns),9376764772,
Question 1,Estimated task time (ns),33802393500.0
Question 2,Estimated task time (ns),23149559600.0
Question 3,Estimated task time (ns),19257953200.0
Question 4,Estimated task time (ns),16294308600.0
Question 5,Estimated task time (ns),9895066300.0
Question 6,Estimated task time (ns),11220092600.0
Question 7,Estimated task time (ns),10729366400.0
Question 8,Estimated task time (ns),9100897800.0
Question 9,Estimated task time (ns),8021969400.0
Question 10,Estimated task time (ns),9731673400.0
Question 11,Estimated task time (ns),8113562400.0
Question 12,Estimated task time (ns),7506604000.0
Question 13,Estimated task time (ns),12792214500.0
Question 14,Estimated task time (ns),10637804500.0
Question 15,Estimated task time (ns),8723933700.0
Question 16,Estimated task time (ns),13169132200.0
Question 17,Estimated task time (ns),12511375900.0
Question 18,Estimated task time (ns),10053441900.0
Question 19,Estimated task time (ns),9372324600.0
Question 20,Estimated task time (ns),8512511400.0
Question 21,Estimated task time (ns),8353738200.0
Question 22,Estimated task time (ns),9863988000.0
Question 23,Estimated task time (ns),11724063100.0
Question 24,Estimated task time (ns),12819240400.0
Question 25,Estimated task time (ns),7940705600.0
Question 26,Estimated task time (ns),8423922200.0
Question 27,Estimated task time (ns),8165109600.0
Question 28,Estimated task time (ns),11703461400.0
Question 29,Estimated task time (ns),8740058600.0
Question 30,Estimated task time (ns),3088324100.0
Question 31,Estimated task time (ns),8975038300.0
Question 32,Estimated task time (ns),10816494100.0
Question 33,Estimated task time (ns),9788563200.0
Question 34,Estimated task time (ns),7723121900.0
Question 35,Estimated task time (ns),10217842700.0
Question 36,Estimated task time (ns),10582717600.0
Question 37,Estimated task time (ns),9982470700.0
Question 38,Estimated task time (ns),8319696500.0
Question 39,Estimated task time (ns),8497171400.0
Question 40,Estimated task time (ns),9384921900.0
Question 41,Estimated task time (ns),9074870500.0
Question 42,Estimated task time (ns),8564721500.0
Question 43,Estimated task time (ns),7300950600.0
Question 44,Estimated task time (ns),9692451800.0
Question 45,Estimated task time (ns),9413697500.0
Question 46,Estimated task time (ns),12632781000.0
Question 47,Estimated task time (ns),11203272100.0
Question 48,Estimated task time (ns),8862983800.0
Question 49,Estimated task time (ns),10669511100.0
Question 50,Estimated task time (ns),9669198000.0
Number Questions Asked,50,
Number Questions Correctly Answered,50,
Aerage Response Time Per Question (ns),10695825466,
Question 1,Estimated task time (ns),31778583732.0
Question 2,Estimated task time (ns),36189898755.0
Question 3,Estimated task time (ns),31223232145.0
Question 4,Estimated task time (ns),36798763301.0
Question 5,Estimated task time (ns),31750722947.0
Question 6,Estimated task time (ns),33830808336.0
Question 7,Estimated task time (ns),24814995014.0
Question 8,Estimated task time (ns),18871362130.0
Question 9,Estimated task time (ns),4007725004.0
Question 10,Estimated task time (ns),9503435901.0
Question 11,Estimated task time (ns),23055255627.0
Question 12,Estimated task time (ns),24135397805.0
Question 13,Estimated task time (ns),22254837236.0
Question 14,Estimated task time (ns),31662948475.0
Question 15,Estimated task time (ns),30279044030.0
Question 16,Estimated task time (ns),28119131540.0
Question 17,Estimated task time (ns),6775521235.0
Question 18,Estimated task time (ns),17511325799.0
Question 19,Estimated task time (ns),22615154776.0
Question 20,Estimated task time (ns),21911349405.0
Question 21,Estimated task time (ns),34462941974.0
Question 22,Estimated task time (ns),26615038461.0
Question 23,Estimated task time (ns),31047140626.0
Question 24,Estimated task time (ns),36454800631.0
Question 25,Estimated task time (ns),28926914360.0
Question 26,Estimated task time (ns),13615531430.0
Question 27,Estimated task time (ns),28350982944.0
Question 28,Estimated task time (ns),22895213138.0
Question 29,Estimated task time (ns),30975393631.0
Question 30,Estimated task time (ns),17806990853.0
Question 31,Estimated task time (ns),15727460355.0
Question 32,Estimated task time (ns),30974999871.0
Question 33,Estimated task time (ns),15967356629.0
Question 34,Estimated task time (ns),24239209677.0
Question 35,Estimated task time (ns),15135446041.0
Question 36,Estimated task time (ns),12152239485.0
Question 37,Estimated task time (ns),26062484242.0
Question 38,Estimated task time (ns),6943672225.0
Question 39,Estimated task time (ns),17991362610.0
Question 40,Estimated task time (ns),25239269886.0
Question 41,Estimated task time (ns),28958794159.0
Question 42,Estimated task time (ns),31430979045.0
Question 43,Estimated task time (ns),33863005605.0
Question 44,Estimated task time (ns),34078970821.0
Question 45,Estimated task time (ns),36062792818.0
Question 46,Estimated task time (ns),24223128489.0
Question 47,Estimated task time (ns),26519234512.0
Question 48,Estimated task time (ns),29614988514.0
Question 49,Estimated task time (ns),31367026843.0
Question 50,Estimated task time (ns),20847119758.0
Number Questions Asked,50,
Number Questions Correctly Answered,47,
Aerage Response Time Per Question (ns),24912799656,
Question 1,Estimated task time (ns),34440828600.0
Question 2,Estimated task time (ns),49419147100.0
Question 3,Estimated task time (ns),31758831700.0
Question 4,Estimated task time (ns),14431046400.0
Question 5,Estimated task time (ns),44549573800.0
Question 6,Estimated task time (ns),54284737700.0
Question 7,Estimated task time (ns),24693434200.0
Question 8,Estimated task time (ns),101460855800.0
Question 9,Estimated task time (ns),47634256300.0
Question 10,Estimated task time (ns),11102754300.0
Question 11,Estimated task time (ns),44347195800.0
Question 12,Estimated task time (ns),11735283800.0
Question 13,Estimated task time (ns),32177438500.0
Question 14,Estimated task time (ns),24978624600.0
Question 15,Estimated task time (ns),37003486700.0
Question 16,Estimated task time (ns),44892507300.0
Question 17,Estimated task time (ns),16541052200.0
Question 18,Estimated task time (ns),50542391300.0
Question 19,Estimated task time (ns),57312843800.0
Question 20,Estimated task time (ns),29769936800.0
Question 21,Estimated task time (ns),56080258000.0
Question 22,Estimated task time (ns),42430793200.0
Question 23,Estimated task time (ns),88620076400.0
Question 24,Estimated task time (ns),37423655600.0
Question 25,Estimated task time (ns),2546932000.0
Question 26,Estimated task time (ns),31877692600.0
Question 27,Estimated task time (ns),32314083900.0
Question 28,Estimated task time (ns),45431966000.0
Question 29,Estimated task time (ns),30142762700.0
Question 30,Estimated task time (ns),36328043400.0
Question 31,Estimated task time (ns),63747308000.0
Question 32,Estimated task time (ns),28426917500.0
Question 33,Estimated task time (ns),12832944900.0
Question 34,Estimated task time (ns),43058615500.0
Question 35,Estimated task time (ns),47488688400.0
Question 36,Estimated task time (ns),24950425400.0
Question 37,Estimated task time (ns),33077670300.0
Question 38,Estimated task time (ns),27027398400.0
Question 39,Estimated task time (ns),61765575200.0
Question 40,Estimated task time (ns),6010920600.0
Question 41,Estimated task time (ns),25841842200.0
Question 42,Estimated task time (ns),30916059100.0
Question 43,Estimated task time (ns),46321536100.0
Question 44,Estimated task time (ns),3221318400.0
Question 45,Estimated task time (ns),28416937200.0
Question 46,Estimated task time (ns),37952658500.0
Question 47,Estimated task time (ns),59196517000.0
Question 48,Estimated task time (ns),47640779100.0
Question 49,Estimated task time (ns),41503667500.0
Question 50,Estimated task time (ns),28192524400.0
Number Questions Asked,50,
Number Questions Correctly Answered,45,
Aerage Response Time Per Question (ns),37277255884,
Question 1,Estimated task time (ns),32114756500.0
Question 2,Estimated task time (ns),37652932700.0
Question 3,Estimated task time (ns),31456443700.0
Question 4,Estimated task time (ns),43327515300.0
Question 5,Estimated task time (ns),41746964500.0
Question 6,Estimated task time (ns),20711942100.0
Question 7,Estimated task time (ns),17703541900.0
Question 8,Estimated task time (ns),30298983500.0
Question 9,Estimated task time (ns),40380102100.0
Question 10,Estimated task time (ns),37196968500.0
Question 11,Estimated task time (ns),22592709700.0
Question 12,Estimated task time (ns),36942499300.0
Question 13,Estimated task time (ns),28250024300.0
Question 14,Estimated task time (ns),33681931300.0
Question 15,Estimated task time (ns),41700750800.0
Question 16,Estimated task time (ns),15987806600.0
Question 17,Estimated task time (ns),32502776600.0
Question 18,Estimated task time (ns),49553578200.0
Question 19,Estimated task time (ns),33143224000.0
Question 20,Estimated task time (ns),33147778900.0
Question 21,Estimated task time (ns),30433802000.0
Question 22,Estimated task time (ns),14884330800.0
Question 23,Estimated task time (ns),32918780300.0
Question 24,Estimated task time (ns),29674741200.0
Question 25,Estimated task time (ns),27715743500.0
Question 26,Estimated task time (ns),8946924400.0
Question 27,Estimated task time (ns),29034662800.0
Question 28,Estimated task time (ns),37681428300.0
Question 29,Estimated task time (ns),30737727600.0
Question 30,Estimated task time (ns),37533765300.0
Question 31,Estimated task time (ns),26688643100.0
Question 32,Estimated task time (ns),24825370700.0
Question 33,Estimated task time (ns),28982997800.0
Question 34,Estimated task time (ns),46515344800.0
Question 35,Estimated task time (ns),11719832500.0
Question 36,Estimated task time (ns),23529645800.0
Question 37,Estimated task time (ns),23373823400.0
Question 38,Estimated task time (ns),41021970800.0
Question 39,Estimated task time (ns),16650874900.0
Question 40,Estimated task time (ns),26851471600.0
Question 41,Estimated task time (ns),40215221000.0
Question 42,Estimated task time (ns),33396014800.0
Question 43,Estimated task time (ns),31312708100.0
Question 44,Estimated task time (ns),29968018100.0
Question 45,Estimated task time (ns),22039864400.0
Question 46,Estimated task time (ns),16562008600.0
Question 47,Estimated task time (ns),35342535800.0
Question 48,Estimated task time (ns),20146478300.0
Question 49,Estimated task time (ns),22292471400.0
Question 50,Estimated task time (ns),45545930400.0
Number Questions Asked,50,
Number Questions Correctly Answered,45,
Aerage Response Time Per Question (ns),30132727260,
Question 1,Estimated task time (ns),70419219397.0
Question 2,Estimated task time (ns),52244482970.0
Question 3,Estimated task time (ns),23909124896.0
Question 4,Estimated task time (ns),19280518595.0
Question 5,Estimated task time (ns),45710023465.0
Question 6,Estimated task time (ns),4742479840.0
Question 7,Estimated task time (ns),59822491052.0
Question 8,Estimated task time (ns),32488611911.0
Question 9,Estimated task time (ns),23486149890.0
Question 10,Estimated task time (ns),31027004059.0
Question 11,Estimated task time (ns),28045017175.0
Question 12,Estimated task time (ns),16679268648.0
Question 13,Estimated task time (ns),25513345205.0
Question 14,Estimated task time (ns),56218551560.0
Question 15,Estimated task time (ns),19219821239.0
Question 16,Estimated task time (ns),47212634821.0
Question 17,Estimated task time (ns),35253853190.0
Question 18,Estimated task time (ns),23559985795.0
Question 19,Estimated task time (ns),41205872526.0
Question 20,Estimated task time (ns),30272719726.0
Question 21,Estimated task time (ns),46053452199.0
Question 22,Estimated task time (ns),26902131578.0
Question 23,Estimated task time (ns),58075728141.0
Question 24,Estimated task time (ns),40277084988.0
Question 25,Estimated task time (ns),17925046313.0
Question 26,Estimated task time (ns),13422315256.0
Question 27,Estimated task time (ns),39431088880.0
Question 28,Estimated task time (ns),41418251811.0
Question 29,Estimated task time (ns),50888123075.0
Question 30,Estimated task time (ns),4610791336.0
Question 31,Estimated task time (ns),46718095593.0
Question 32,Estimated task time (ns),36205738903.0
Question 33,Estimated task time (ns),38482139245.0
Question 34,Estimated task time (ns),21793729250.0
Question 35,Estimated task time (ns),57494215874.0
Question 36,Estimated task time (ns),35788961853.0
Question 37,Estimated task time (ns),37466255647.0
Question 38,Estimated task time (ns),46327558525.0
Question 39,Estimated task time (ns),13846834756.0
Question 40,Estimated task time (ns),37238265593.0
Question 41,Estimated task time (ns),21988240652.0
Question 42,Estimated task time (ns),27255006974.0
Question 43,Estimated task time (ns),50803704358.0
Question 44,Estimated task time (ns),22943317286.0
Question 45,Estimated task time (ns),34178345814.0
Question 46,Estimated task time (ns),25386694253.0
Question 47,Estimated task time (ns),38283268013.0
Question 48,Estimated task time (ns),51615367045.0
Question 49,Estimated task time (ns),23317616581.0
Question 50,Estimated task time (ns),30114606985.0
Number Questions Asked,50,
Number Questions Correctly Answered,41,
Aerage Response Time Per Question (ns),34451263054,
Question 1,Estimated task time (ns),55414443446.0
Question 2,Estimated task time (ns),20902989780.0
Question 3,Estimated task time (ns),33254877913.0
Question 4,Estimated task time (ns),40358240923.0
Question 5,Estimated task time (ns),20983110198.0
Question 6,Estimated task time (ns),15423343511.0
Question 7,Estimated task time (ns),25910824888.0
Question 8,Estimated task time (ns),18071177934.0
Question 9,Estimated task time (ns),16191377721.0
Question 10,Estimated task time (ns),65493639170.0
Question 11,Estimated task time (ns),36974042506.0
Question 12,Estimated task time (ns),67198085952.0
Question 13,Estimated task time (ns),29478870045.0
Question 14,Estimated task time (ns),40094742442.0
Question 15,Estimated task time (ns),40622138978.0
Question 16,Estimated task time (ns),46422360316.0
Question 17,Estimated task time (ns),59509731880.0
Question 18,Estimated task time (ns),19719475903.0
Question 19,Estimated task time (ns),9695115330.0
Question 20,Estimated task time (ns),25047011332.0
Question 21,Estimated task time (ns),57678060295.0
Question 22,Estimated task time (ns),41166207056.0
Question 23,Estimated task time (ns),57701905324.0
Question 24,Estimated task time (ns),29774953175.0
Question 25,Estimated task time (ns),5039539876.0
Question 26,Estimated task time (ns),27103030832.0
Question 27,Estimated task time (ns),26302959333.0
Question 28,Estimated task time (ns),28126963438.0
Question 29,Estimated task time (ns),48846275134.0
Question 30,Estimated task time (ns),52573941244.0
Question 31,Estimated task time (ns),15239146120.0
Question 32,Estimated task time (ns),44686401026.0
Question 33,Estimated task time (ns),3735863502.0
Question 34,Estimated task time (ns),69661546803.0
Question 35,Estimated task time (ns),114436022408.0
Question 36,Estimated task time (ns),41566432841.0
Question 37,Estimated task time (ns),10591501561.0
Question 38,Estimated task time (ns),2231603164.0
Question 39,Estimated task time (ns),16471537139.0
Question 40,Estimated task time (ns),39718338422.0
Question 41,Estimated task time (ns),21774960701.0
Question 42,Estimated task time (ns),15687357537.0
Question 43,Estimated task time (ns),35718672653.0
Question 44,Estimated task time (ns),11423470772.0
Question 45,Estimated task time (ns),9079480693.0
Question 46,Estimated task time (ns),21687164251.0
Question 47,Estimated task time (ns),26215015779.0
Question 48,Estimated task time (ns),4239677058.0
Question 49,Estimated task time (ns),27630837545.0
Question 50,Estimated task time (ns),41326435236.0
Number Questions Asked,50,
Number Questions Correctly Answered,39,
Aerage Response Time Per Question (ns),32684018021,
Question 1,Estimated task time (ns),84115736400.0
Question 2,Estimated task time (ns),83632932000.0
Question 3,Estimated task time (ns),31779427600.0
Question 4,Estimated task time (ns),40118992200.0
Question 5,Estimated task time (ns),42499479200.0
Question 6,Estimated task time (ns),100859616800.0
Question 7,Estimated task time (ns),31880780900.0
Question 8,Estimated task time (ns),119359693200.0
Question 9,Estimated task time (ns),68921204600.0
Question 10,Estimated task time (ns),35098935400.0
Question 11,Estimated task time (ns),46648867500.0
Question 12,Estimated task time (ns),54296732300.0
Question 13,Estimated task time (ns),49404926900.0
Question 14,Estimated task time (ns),92398633200.0
Question 15,Estimated task time (ns),66109108000.0
Question 16,Estimated task time (ns),57525047900.0
Question 17,Estimated task time (ns),116124285900.0
Question 18,Estimated task time (ns),55141696000.0
Question 19,Estimated task time (ns),62442867100.0
Question 20,Estimated task time (ns),70252251700.0
Question 21,Estimated task time (ns),63651687900.0
Question 22,Estimated task time (ns),54383689000.0
Question 23,Estimated task time (ns),44486064300.0
Question 24,Estimated task time (ns),50718670600.0
Question 25,Estimated task time (ns),11592234500.0
Question 26,Estimated task time (ns),51776970100.0
Question 27,Estimated task time (ns),58721813900.0
Question 28,Estimated task time (ns),15075677900.0
Question 29,Estimated task time (ns),54731789100.0
Question 30,Estimated task time (ns),46417715400.0
Question 31,Estimated task time (ns),57223517000.0
Question 32,Estimated task time (ns),62266265900.0
Question 33,Estimated task time (ns),63107197900.0
Question 34,Estimated task time (ns),57358091000.0
Question 35,Estimated task time (ns),49231457100.0
Question 36,Estimated task time (ns),83713219300.0
Question 37,Estimated task time (ns),51433768700.0
Question 38,Estimated task time (ns),65189043800.0
Question 39,Estimated task time (ns),66585411900.0
Question 40,Estimated task time (ns),62110469300.0
Question 41,Estimated task time (ns),86071905000.0
Question 42,Estimated task time (ns),104964697300.0
Question 43,Estimated task time (ns),33416011500.0
Question 44,Estimated task time (ns),113611420200.0
Question 45,Estimated task time (ns),20227973800.0
Question 46,Estimated task time (ns),14557833800.0
Question 47,Estimated task time (ns),37633457900.0
Question 48,Estimated task time (ns),116039614000.0
Question 49,Estimated task time (ns),104751804800.0
Question 50,Estimated task time (ns),11704297100.0
Number Questions Asked,50,
Number Questions Correctly Answered,44,
Aerage Response Time Per Question (ns),60427299696,
Question 1,Estimated task time (ns),24942885751.0
Question 2,Estimated task time (ns),12564462959.0
Question 3,Estimated task time (ns),8196109877.0
Question 4,Estimated task time (ns),9875358648.0
Question 5,Estimated task time (ns),9937196489.0
Question 6,Estimated task time (ns),9866970089.0
Question 7,Estimated task time (ns),7663118757.0
Question 8,Estimated task time (ns),9463103101.0
Question 9,Estimated task time (ns),7378844821.0
Question 10,Estimated task time (ns),8293254186.0
Question 11,Estimated task time (ns),7946740939.0
Question 12,Estimated task time (ns),7179185051.0
Question 13,Estimated task time (ns),9902901432.0
Question 14,Estimated task time (ns),10606331395.0
Question 15,Estimated task time (ns),11300245164.0
Question 16,Estimated task time (ns),8861716465.0
Question 17,Estimated task time (ns),9944354650.0
Question 18,Estimated task time (ns),9101590967.0
Question 19,Estimated task time (ns),8958844205.0
Question 20,Estimated task time (ns),7783798644.0
Question 21,Estimated task time (ns),9239860983.0
Question 22,Estimated task time (ns),8612538176.0
Question 23,Estimated task time (ns),8882467880.0
Question 24,Estimated task time (ns),7081240241.0
Question 25,Estimated task time (ns),9161185665.0
Question 26,Estimated task time (ns),8447534439.0
Question 27,Estimated task time (ns),8163579923.0
Question 28,Estimated task time (ns),6228378139.0
Question 29,Estimated task time (ns),7979085702.0
Question 30,Estimated task time (ns),8548289379.0
Question 31,Estimated task time (ns),8210928114.0
Question 32,Estimated task time (ns),2447698714.0
Question 33,Estimated task time (ns),8857139053.0
Question 34,Estimated task time (ns),8075328838.0
Question 35,Estimated task time (ns),9299075092.0
Question 36,Estimated task time (ns),8899532165.0
Question 37,Estimated task time (ns),9739137492.0
Question 38,Estimated task time (ns),8658381921.0
Question 39,Estimated task time (ns),10130947442.0
Question 40,Estimated task time (ns),15395287617.0
Question 41,Estimated task time (ns),7146907634.0
Question 42,Estimated task time (ns),9364127695.0
Question 43,Estimated task time (ns),7030861339.0
Question 44,Estimated task time (ns),7560278515.0
Question 45,Estimated task time (ns),9546908518.0
Question 46,Estimated task time (ns),8995469152.0
Question 47,Estimated task time (ns),7987667629.0
Question 48,Estimated task time (ns),7558391984.0
Question 49,Estimated task time (ns),8973315124.0
Question 50,Estimated task time (ns),10186696157.0
Number Questions Asked,50,
Number Questions Correctly Answered,50,
Aerage Response Time Per Question (ns),9123505086,
Question 1,Estimated task time (ns),27798397900.0
Question 2,Estimated task time (ns),12564343100.0
Question 3,Estimated task time (ns),34209841000.0
Question 4,Estimated task time (ns),42886452400.0
Question 5,Estimated task time (ns),23900306300.0
Question 6,Estimated task time (ns),28841918700.0
Question 7,Estimated task time (ns),22430130300.0
Question 8,Estimated task time (ns),34393689700.0
Question 9,Estimated task time (ns),9326243400.0
Question 10,Estimated task time (ns),31328053200.0
Question 11,Estimated task time (ns),2827519200.0
Question 12,Estimated task time (ns),38984718500.0
Question 13,Estimated task time (ns),24860010100.0
Question 14,Estimated task time (ns),25055697700.0
Question 15,Estimated task time (ns),23672977400.0
Question 16,Estimated task time (ns),27722544900.0
Question 17,Estimated task time (ns),19103765600.0
Question 18,Estimated task time (ns),21446348400.0
Question 19,Estimated task time (ns),37281469000.0
Question 20,Estimated task time (ns),32707045300.0
Question 21,Estimated task time (ns),29998077000.0
Question 22,Estimated task time (ns),21875926400.0
Question 23,Estimated task time (ns),27528170500.0
Question 24,Estimated task time (ns),14552381100.0
Question 25,Estimated task time (ns),37110799100.0
Question 26,Estimated task time (ns),25888583500.0
Question 27,Estimated task time (ns),17513300100.0
Question 28,Estimated task time (ns),24222426700.0
Question 29,Estimated task time (ns),25101304500.0
Question 30,Estimated task time (ns),27355195900.0
Question 31,Estimated task time (ns),30349737700.0
Question 32,Estimated task time (ns),23412076600.0
Question 33,Estimated task time (ns),57045993700.0
Question 34,Estimated task time (ns),25992922800.0
Question 35,Estimated task time (ns),24870424000.0
Question 36,Estimated task time (ns),36692001000.0
Question 37,Estimated task time (ns),20202648300.0
Question 38,Estimated task time (ns),31384289400.0
Question 39,Estimated task time (ns),36986865700.0
Question 40,Estimated task time (ns),19728208300.0
Question 41,Estimated task time (ns),24618467100.0
Question 42,Estimated task time (ns),16731284600.0
Question 43,Estimated task time (ns),22487945300.0
Question 44,Estimated task time (ns),21149358800.0
Question 45,Estimated task time (ns),23328783800.0
Question 46,Estimated task time (ns),13720645000.0
Question 47,Estimated task time (ns),20769307100.0
Question 48,Estimated task time (ns),25884990000.0
Question 49,Estimated task time (ns),16734893600.0
Question 50,Estimated task time (ns),28431494400.0
Number Questions Asked,50,
Number Questions Correctly Answered,47,
Aerage Response Time Per Question (ns),25860199482,
Question 1,Estimated task time (ns),23284657400.0
Question 2,Estimated task time (ns),71302905400.0
Question 3,Estimated task time (ns),14602772600.0
Question 4,Estimated task time (ns),9862010700.0
Question 5,Estimated task time (ns),13382922300.0
Question 6,Estimated task time (ns),77750765700.0
Question 7,Estimated task time (ns),84322021600.0
Question 8,Estimated task time (ns),20418166600.0
Question 9,Estimated task time (ns),23882855300.0
Question 10,Estimated task time (ns),18554525600.0
Question 11,Estimated task time (ns),23208956400.0
Question 12,Estimated task time (ns),12056021300.0
Question 13,Estimated task time (ns),16014891400.0
Question 14,Estimated task time (ns),17841046600.0
Question 15,Estimated task time (ns),12166607700.0
Question 16,Estimated task time (ns),42800899400.0
Question 17,Estimated task time (ns),13717971000.0
Question 18,Estimated task time (ns),13542852800.0
Question 19,Estimated task time (ns),19033810200.0
Question 20,Estimated task time (ns),32596112300.0
Question 21,Estimated task time (ns),21586943800.0
Question 22,Estimated task time (ns),15667889900.0
Question 23,Estimated task time (ns),16145922800.0
Question 24,Estimated task time (ns),139553825000.0
Question 25,Estimated task time (ns),14009111500.0
Question 26,Estimated task time (ns),132886547400.0
Question 27,Estimated task time (ns),19535762300.0
Question 28,Estimated task time (ns),42868901900.0
Question 29,Estimated task time (ns),19101779400.0
Question 30,Estimated task time (ns),22259946800.0
Question 31,Estimated task time (ns),10407943200.0
Question 32,Estimated task time (ns),15180977200.0
Question 33,Estimated task time (ns),20801033200.0
Question 34,Estimated task time (ns),31224923200.0
Question 35,Estimated task time (ns),44032745500.0
Question 36,Estimated task time (ns),13697939400.0
Question 37,Estimated task time (ns),15636029400.0
Question 38,Estimated task time (ns),217033666000.0
Question 39,Estimated task time (ns),26993961200.0
Question 40,Estimated task time (ns),11958838600.0
Question 41,Estimated task time (ns),19938768400.0
Question 42,Estimated task time (ns),16030937900.0
Question 43,Estimated task time (ns),12529923600.0
Question 44,Estimated task time (ns),29425908800.0
Question 45,Estimated task time (ns),34135953300.0
Question 46,Estimated task time (ns),12673009200.0
Question 47,Estimated task time (ns),23380870900.0
Question 48,Estimated task time (ns),48136873300.0
Question 49,Estimated task time (ns),66699773400.0
Question 50,Estimated task time (ns),76714146300.0
Number Questions Asked,50,
Number Questions Correctly Answered,49,
Aerage Response Time Per Question (ns),35011872502,
Question 1,Estimated task time (ns),20785075520.0
Question 2,Estimated task time (ns),47088134552.0
Question 3,Estimated task time (ns),32442193461.0
Question 4,Estimated task time (ns),22897694987.0
Question 5,Estimated task time (ns),25287349099.0
Question 6,Estimated task time (ns),24158212138.0
Question 7,Estimated task time (ns),61725967469.0
Question 8,Estimated task time (ns),51166591550.0
Question 9,Estimated task time (ns),53136059594.0
Question 10,Estimated task time (ns),62419922452.0
Question 11,Estimated task time (ns),18254736071.0
Question 12,Estimated task time (ns),20082836427.0
Question 13,Estimated task time (ns),18394144382.0
Question 14,Estimated task time (ns),40056947808.0
Question 15,Estimated task time (ns),50599411248.0
Question 16,Estimated task time (ns),40338342820.0
